errorType,aiProvider,filename,errorMessage,lineNumber,testResults.passed,testResults.message,testResults.tests.0.passed,testResults.tests.0.message,testResults.tests.0.function,backupCreated,patchApplied,errorDetails,recoveryTimeMs,timestamp,patchStatus
Syntax error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,2673.7111093587378,2025-07-07 20:08:16,success
File system error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",41,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,3468.214790131398,2025-07-07 20:08:51,success
Invalid function/type,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,16461.266181767725,2025-07-07 20:09:07,success
Array index/range,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,2842.678107536635,2025-07-07 20:09:32,success
Range error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,14318.84717062582,2025-07-07 20:11:03,failed
Array index/range,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,13151.432808268431,2025-07-07 20:13:57,success
Type error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,2736.194368589868,2025-07-07 20:14:42,success
Invalid function/type,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15336.325037365148,2025-07-07 20:16:40,success
URI error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",16631.86515574595,2025-07-07 20:18:33,failed
Type error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10045.988074487052,2025-07-07 20:18:40,success
Undefined properties,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,21678.572956143285,2025-07-07 20:19:09,failed
Invalid function/type,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,2907.684289222644,2025-07-07 20:21:14,success
Invalid function/type,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,13699.861579204337,2025-07-07 20:22:04,success
Syntax error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,15517.507721281927,2025-07-07 20:22:42,failed
Invalid function/type,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15319.007451558211,2025-07-07 20:22:44,success
Array index/range,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15450.895039093975,2025-07-07 20:23:50,success
Type error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,9259.241552490299,2025-07-07 20:26:43,success
File system error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,,,,,,TRUE,FALSE,Failed to generate patch from AI,25092,2025-07-07 20:28:04,failed
File system error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,FALSE,Tests failed,FALSE,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.mds'",generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",19514.12562101046,2025-07-07 20:29:30,failed
Syntax error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,12292.898229083925,2025-07-07 20:31:02,failed
Array index/range,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15077.918365705944,2025-07-07 20:32:12,failed
Array index/range,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,18073.65153817056,2025-07-07 20:32:21,failed
Range error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,3049.8125302328544,2025-07-07 20:34:16,success
Reference error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10299.174626214335,2025-07-07 20:34:34,failed
Syntax error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,11988.295276736291,2025-07-07 20:35:21,failed
Reference error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10964.448174906523,2025-07-07 20:35:59,success
Range error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,13048,2025-07-07 20:37:03,success
URI error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,2998.296967533824,2025-07-07 20:38:18,success
File system error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,,,,,,TRUE,FALSE,Failed to generate patch from AI,23615.205163981846,2025-07-07 20:38:35,failed
Undefined properties,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,17028.29916395925,2025-07-07 20:39:24,success
Range error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,3111,2025-07-07 20:39:32,success
File system error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,,,,,,TRUE,FALSE,Failed to generate patch from AI,17407.766080780155,2025-07-07 20:42:45,failed
Syntax error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10833.430294140795,2025-07-07 20:44:01,failed
Type error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10018.760704191596,2025-07-07 20:46:26,failed
Reference error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,9204.783486733237,2025-07-07 20:46:26,success
Invalid function/type,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,14825,2025-07-07 20:51:14,failed
File system error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",41,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,3777.057934157232,2025-07-07 20:52:29,success
Undefined properties,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,4044.719317,2025-07-07 20:52:33,success
Range error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,13048,2025-07-07 20:54:50,failed
Type error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10965.411416563717,2025-07-07 20:58:04,success
Range error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,13048,2025-07-07 20:58:11,success
URI error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",15416.133704153099,2025-07-07 20:58:33,failed
Reference error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,12552.77340472322,2025-07-07 20:59:22,failed
Array index/range,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15522.572704301603,2025-07-07 21:01:54,failed
Invalid function/type,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,17662.852825841328,2025-07-07 21:02:27,success
Array index/range,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,2816.8242237047134,2025-07-07 21:02:32,success
Reference error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,9424.017406966237,2025-07-07 21:03:10,success
Reference error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10866.11928581484,2025-07-07 21:06:55,success
Undefined properties,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,17225.804906247366,2025-07-07 21:07:12,failed
URI error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",14260,2025-07-07 21:08:06,failed
Array index/range,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,2907.5811830064386,2025-07-07 21:09:55,success
Type error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,2870.8031709320876,2025-07-07 21:11:17,success
Invalid function/type,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,13194,2025-07-07 21:13:49,success
Array index/range,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,17764.156546125443,2025-07-07 21:14:14,failed
Range error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,FALSE,Tests failed,FALSE,Error in FAQ function: Invalid count value: -3,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",16299,2025-07-07 21:15:48,failed
Syntax error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10685.376289212965,2025-07-07 21:18:17,success
File system error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,,,,,,TRUE,FALSE,Failed to generate patch from AI,19498.96897518386,2025-07-07 21:19:24,success
Undefined properties,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,22020,2025-07-07 21:20:22,success
